taxid,taxname
1050174,Corynebacterium epidermidicanis
84029,Clostridium felsineum
1128614,Bacillus sp. JCM 10530
46469,Orenia marismortui
47312,Tsukamurella pulmonis
2275,Desulfurococcus mucosus
933942,Streptomyces sp. YIMM10388
1265732,Thioclava sp. KMM 6690
64971,Allopseudospirillum japonicum
119644,Hymenobacter aerophilus
51101,Brevibacillus agri
1387985,Saccharopolyspora cavernae
142842,Selenihalanaerobacter shriftii
290306,Paracoccus koreensis
519472,Vagococcus teuberi
566005,Catellatospora sp. YIM 65268
195253,Synechococcus sp. PCC 6312
48937,Novosphingobium aromaticivorans
67576,Rheinheimera baltica
1452,Bacillus atrophaeus
1410330,Rhodoplanes oryzae
374982,Picosynechococcus sp. PCC 73109
2293,Desulfobacter postgatei
182455,Alicyclobacillus acidiphilus
43595,Halanaerobium saccharolyticum
44252,Paenibacillus macerans
309886,Deinococcus apachensis
1054217,Thermoplasmatales archaeon BRNA1
106590,Cupriavidus necator
470756,Bacillus sp. YIM C209
1194090,Fodinibius roseus
254161,Halopseudomonas pachastrellae
379064,Cyanobacterium aponinum
202772,Zooshikella ganghwensis
93466,Fervidobacterium pennivorans
1070870,Geodermatophilus nigrescens
35835,Hydrogenobacter hydrogenophilus
400772,Microbacterium ginsengisoli
649198,Amorphus orientalis
286438,Agromyces hippuratus
994650,Sphingomonas sp. KOPRI 25661
486407,Paenochrobactrum glaciei
81033,Hyphomonas oceanitis
219571,Rhodanobacter fulvus
1451,Paenibacillus amylolyticus
1685901,Lysobacter cavernae
2223,Methanothrix soehngenii
1494,Clostridium cochlearium
96228,Legionella drozanskii
2325,Thermoanaerobacter kivui
1416779,Epilithonimonas zeae
1113661,Sphingomonas sp. NBRC 15917
571800,Psychrobacter sp. G
29536,Flavobacterium succinicans
1425361,Gracilibacillus eburneus
2369,Arhodomonas aquaeolei
1707394,Halomonas sp. JCM 11460
175696,Thermaerobacter subterraneus
455360,Thalassobaculum salexigens
33887,Rathayibacter rathayi
107401,Tenacibaculum maritimum
89154,Corynebacterium terpenotabidum
867080,Paenibacillus sp. IHB B 3415
432329,Deinococcus peraridilitoris
217031,Lederbergia galactosidilytica
313598,Polaribacter sp. MED152
1076620,Pseudomonas zeshuii
475717,Geobacillus sp. CICC 10315
126569,Paenibacillus glycanilyticus
529704,Frateuria terrea
985052,Vulcanisaeta moutnovskia
396389,Aestuariimicrobium kwangyangense
744985,alpha proteobacterium HIMB59
261964,Kangiella koreensis
129921,Amycolatopsis keratiniphila
366533,Loktanella atrilutea
1422,Geobacillus stearothermophilus
163003,Thermococcus cleftensis
498846,Candidatus Korarchaeum cryptofilum
272210,Leucobacter albus
33050,Sphingopyxis macrogoltabida
186192,Marinithermus hydrothermalis
1273132,Liberibacter crescens
220684,Neobacillus drentensis
268359,Rhizobium sp. CCBAU 21244
807,Bartonella elizabethae
311230,Paraburkholderia terrae
39060,Desulfoscipio geothermicus
470851,Streptomyces sp. YIM C617
1850094,Sinorhizobium shofinae
35756,Corynebacterium pilosum
2290,Desulfobacter curvatus
157225,Salinicoccus hispanicus
133189,Bdellovibrio sp. W
144055,Cellulomonas humilata
1288392,Moraxella porci
520085,Lactobacillus sp. KLDS 1.0718
2033,Microbacterium testaceum
47589,Rickettsia peacockii
220714,Fructobacillus pseudoficulneus
171523,Lacticaseibacillus pantheris
389480,Marinitoga okinawensis
1741,Thermodesulfobacterium commune
372463,Oceanobacillus profundus
290399,Arthrobacter sp. FB24
94624,Bordetella petrii
245188,Yoonia vestfoldensis
364039,Azohydromonas australica
346181,Aerolutibacter daejeonensis
322509,Dietzia kunjamensis
160808,Acidithiobacillus ferrivorans
185950,Sphingomonas faeni
84023,Clostridium autoethanogenum
1113738,Bacillus sp. NBRC 101224
68251,Streptomyces paraguayensis
874454,Pseudoalteromonas arabiensis
228959,Maribacter ulvicola
879567,Pseudodesulfovibrio piezophilus
368835,Oceanobacillus sp. YIM DH3
81406,Solidesulfovibrio alcoholivorans
274539,Chlorobaculum parvum
284581,Priestia koreensis
1678309,Planktothrix tepida
91464,Synechococcus sp. PCC 7335
401470,Undibacterium pigrum
521463,Bacillus sp. CCBAU 10712
582857,Aliiglaciecola litoralis
1950,Streptomyces peucetius
42735,Thermopallium natronophilum
28101,Phyllobacterium myrsinacearum
139438,Geovibrio thiophilus
865,Pectinatus frisingensis
1105106,Rickettsia philipii
52765,Caldicellulosiruptor acetigenus
64976,Oceanospirillum beijerinckii
1748,Acidipropionibacterium acidipropionici
2127,[Mycoplasma] collis
334735,Sporosarcina koreensis
28227,Malacoplasma penetrans
46354,Thermoanaerobacter wiegelii
2105,Mycoplasma leachii
1463921,Streptomyces sp. NRRL S-920
36873,Paraburkholderia xenovorans
83656,Streptomyces tsukubensis
45248,Leucothrix mucor
418184,Sphingomonas molluscorum
1070860,Vallicoccus soli
946677,Flavobacterium chilense
131110,Schaalia radingae
79912,Actinoallomurus spadix
293762,Symploca atlantica
81030,Hyphomonas hirschiana
520835,Rhizobium sp. CCBAU 65810
236814,Chryseobacterium formosense
1173111,Lihuaxuella thermophila
39962,Legionella moravica
1551,Clostridium felsineum
84483,Alcanivorax sp. K2-1
1198245,Micromonospora avicenniae
307121,Micromonospora krabiensis
490979,Rubellimicrobium aerolatum
110101,Laceyella putida
228958,Maribacter aquivivus
341722,Agrococcus lahaulensis
1113725,Alcanivorax sp. NBRC 101095
33051,Sphingomonas sanguinis
204934,Roseomonas genomospecies 5
29449,Rhizobium etli
304895,Catenulispora acidiphila
399,Neorhizobium galegae
1708783,Halopseudomonas oceani
1450,Alicyclobacillus acidoterrestris
33878,Agromyces cerinus
55969,Leucobacter komagatae
287487,Haliea salexigens
458711,Halodesulfovibrio marinisediminis
428,Methylosinus sporium
74109,Photobacterium profundum
264636,Acholeplasma hippikon
1850,Actinopolyspora halophila
468911,Liquorilactobacillus hordei
1004,Chitinophaga sancti
1118202,Cruoricaptor ignavus
72023,Methylarcula terricola
13160,Brevundimonas bullata
108819,Coprothermobacter platensis
53458,Janibacter limosus
1070421,Periweissella fabalis
256324,Marinobacter bryozoorum
83449,Cystobacter ferrugineus
314254,Oceanicaulis sp. HTCC2633
2094,Mycoplasmopsis arginini
755,Avibacterium gallinarum
1837,Saccharopolyspora hirsuta
53317,Sphingomonas trueperi
79263,Paenibacillus chitinolyticus
60920,Sanguibacter keddieii
55518,Magnetospirillum gryphiswaldense
171695,Thermodesulfatator indicus
89768,Methylobacterium sp. MBIC4305
164451,Vulcanisaeta distributa
112248,Seinonella peptonophila
37921,Arthrobacter agilis
453851,Henriciella marina
465561,Salinicoccus salitudinis
53558,Mycoplasmopsis edwardii
54,Nannocystis exedens
421058,Chryseobacterium oranimense
269259,Nitratiruptor tergarcus
196015,Caldimonas manganoxidans
573062,Thermoanaerobacter sp. X513
392566,Liquorilactobacillus aquaticus
100468,Schleiferilactobacillus perolens
1461,Psychrobacillus insolitus
58137,Desulfallas thermosapovorans
103817,Janibacter terrae
45071,Legionella parisiensis
1155689,Psychroflexus salarius
2144,Spiroplasma mirum
258591,Litchfieldella anticariensis
40571,Lentzea albidocapillata
948676,Nitrosomonas sp. JPCCT2
367791,Flammeovirga yaeyamensis
29303,Streptantibioticus cattleyicolor
14,Dictyoglomus thermophilum
335974,Marinobacter koreensis
2188,Methanococcus voltae
387437,Chamaecalyx incrassatus
410,Methylobacterium organophilum
379900,Niabella aurantiaca
1263979,Candidatus Endolissoclinum faulkneri
1113894,Alcanivorax sp. NBRC 102023
1463915,Streptomyces sp. NRRL S-575
1449080,Thermus amyloliquefaciens
102126,Pseudanabaena sp. PCC 6903
35790,Rickettsia japonica
550982,Parasegetibacter luojiensis
1200300,Thermogladius calderae
257440,Pleomorphomonas koreensis
745311,Primorskyibacter sedentarius
309887,Deinococcus maricopensis
1701,Brevibacterium sp.
45677,Azohydromonas lata
1304158,Salinisphaera orenii
383631,Methylophilales bacterium HTCC2181
45068,Legionella londiniensis
90744,Paracoccus sp. MBIC4019
271091,Psychrilyobacter atlanticus
1113946,Lactococcus sp. NBRC 106007
1452487,Crenobacter luteus
1411121,Hymenobacter latericoloratus
524284,Roseobacter sp. JC2219
349750,Sneathiella chinensis
1288125,Kofleria sp. DSM 53797
515814,Nesterenkonia alba
1303863,Aquisalimonas halophila
264697,Peribacillus muralis
439493,Candidatus Pelagibacter sp. HTCC7211
1090615,Nakamurella panacisegetis
226665,Rickettsia conorii subsp. heilongjiangensis
1494462,Lactococcus hircilactis
194437,Sphingomonas sp. BF14
446370,Paenibacillus telluris
915,Nitrosomonas europaea
417223,Nesterenkonia sp. YIM 90725
455436,Glaciecola sp. HTCC2999
974,Sporohalobacter lortetii
1155527,Micromonospora sp. YIM M10932
1463854,Streptomyces sp. NRRL F-5053
484882,Falsiroseomonas stagni
48074,Microbulbifer hydrolyticus
2026,Thermoactinomyces vulgaris
217168,Microvirga flocculans
1165507,Luteimonas vadosa
206,Campylobacter sputorum
171121,Sulfurihydrogenibium subterraneum
1750644,Aeromicrobium halotolerans
327856,Paracraurococcus sp. ORS 1473
382,Sinorhizobium meliloti
356302,Chitinimonas koreensis
1386909,Sulfitobacter sp. KMM 6759
93973,Shewanella japonica
249403,Deinococcus frigens
404386,Nonomuraea coxensis
1089305,Winogradskyella jejuensis
179467,Oxalicibacterium flavum
83767,Propionivibrio dicarboxylicus
1798224,Jiangella sp. DSM 45060
916,Nitrosomonas eutropha
1872122,Acidovorax sp.
75292,Streptomyces thermogriseus
90731,Desulfomicrobium macestii
1411133,Geothermomicrobium terrae
36741,Mycoplasma feliminutum
171194,Aequorivita vladivostokensis
694055,Ornithinibacillus contaminans
104662,Chitinophaga japonensis
414996,Actinopolyspora erythraea
270345,Azotobacter armeniacus
1402135,Pseudosulfitobacter pseudonitzschiae
67283,Streptomyces candidus
368830,Ornithinimicrobium sp. YIM KMY41
54915,Brevibacillus reuszeri
138118,Quatrionicoccus australiensis
115783,Trichlorobacter thiogenes
826,Sebaldella termitidis
348582,Propionicicella superfundia
1644128,Rhodobacter sp. YIM 71281
426114,Thiomonas arsenitoxydans
2424,Fervidobacterium nodosum
264691,Trichormus variabilis
290309,Comamonas granuli
1463836,Streptomyces sp. NRRL B-3229
1736139,Kocuria subflava
121428,Sphingobium xenophagum
64970,Marinobacterium jannaschii
1085,Rhodospirillum rubrum
269672,Sporolactobacillus kofuensis
309806,Sulfurihydrogenibium azorense
1265714,Pseudoruegeria sp. KMM 6708
401471,Undibacterium parvum
256702,Glutamicibacter bergerei
1930,Streptomyces scabiei
93221,Pandoraea pulmonicola
1079,Blastochloris viridis
1891671,Rathayibacter oskolensis
490186,Algoriphagus aquatilis
426371,Algoriphagus vanfongensis
393060,Mesoflavibacter zeaxanthinifaciens
1071874,Paracoccus sp. CCBAU 10893
1678310,Planktothrix serta
1265712,Pseudoruegeria sp. KMM 6691
882170,Paenibacillus sp. IHB B 2283
134,Methylocystis parvus
270636,Spirulina major
280473,Aquiflexum balticum
1113754,Cellulophaga sp. NBRC 101309
94694,Desulfurococcus amylolyticus
66969,Legionella waltersii
70611,Legionella taurinensis
456,Legionella jordanis
665081,Deinococcus sp. YIM 75723
470788,Halomonas sp. YIM C736
112234,Chryseobacterium joostei
115335,Actinomadura rubrobrunea
756,Pasteurella langaaensis
119864,Marinomonas mediterranea
470862,Virgibacillus sp. YIM C831
872396,Bacillus daqingensis
34007,Paracoccus versutus
285558,Streptomyces carpaticus
57029,Psychroflexus torquis
173728,Cytophaga sp. MBIC04671
135735,Priestia endophytica
182182,Actinobacillus scotiae
781,Rickettsia conorii
111781,[Leptolyngbya] sp. PCC 7376
45070,Legionella nautarum
247157,Desulfofaba fastidiosa
84485,Alcanivorax sp. K3-3
1069985,Pedobacter kyungheensis
363872,Ectobacillus panaciterrae
356851,Micromonospora chokoriensis
385025,Cycloclasticus sp. P1
1265729,Sulfitobacter sp. KMM 6745
493381,Psychromonas agarivorans
570951,Aurantimonas sp. YIM J01
28252,Halomonas halodenitrificans
1113632,Mesorhizobium sp. NBRC 14996
1765963,Deinococcus soli (ex Cha et al. 2016)
218144,Vagococcus carniphilus
307483,Caldimonas taiwanensis
384677,Ornithinimicrobium pekingense
44737,Capnocytophaga sp.
1437339,Bradyrhizobium sp. CCBAU 51511
89093,Ignavigranum ruoffiae
1463892,Streptomyces sp. NRRL S-1868
1113815,Paracoccus sp. NBRC 101723
86180,Malikia spinosa
1211326,Spirosoma aerolatum
33885,Microbacterium lacticum
200415,Caldisphaera lagunensis
221066,Kordia algicida
77038,Wolbachia endosymbiont of Drosophila simulans
1027273,Endozoicomonas montiporae
1122204,Marinococcus luteus
56698,Sulfurospirillum arsenophilum
414288,Lutimonas vermicola
787,Rickettsia australis
999183,Arcanobacterium canis
442388,Chroococcus sp. JJCM
225988,Anoxybacteroides contaminans
1160,Planktothrix agardhii
69280,Oxalicibacterium solurbis
191298,Pseudomonas sp. VKM B-2265
320787,Cyclobacterium amurskyense
119394,Pseudothermotoga thermarum
1123956,Oceanobacterium insulare
59842,Paenibacillus chondroitinus
1925021,Bacillus haynesii
69396,Caulobacter fusiformis
90747,Caulobacter sp. MBIC3983
328515,Nonlabens dokdonensis
29575,Taylorella equigenitalis
103855,Bordetella hinzii
392589,Perlucidibaca piscinae
553088,Chitiniphilus shinanonensis
34003,Paracoccus aminophilus
340680,Amorphus coralli
173737,Cytophaga sp. MBIC04693
59610,Desulforamulus reducens
931533,Lacticaseibacillus saniviri
417,Methylophilus methylotrophus
319053,Bacillales bacterium CCUG 49712
42094,Ureaplasma diversum
270921,Gillisia mitskevichiae
325474,Pseudorhodobacter incheonensis
493,Neisseria canis
1721091,Chryseobacterium sp. IHB B 17019
1113644,Runella sp. NBRC 15129
792647,Caulobacter sp. MBIC1405
274,Thermus thermophilus
427331,Geobacillus sp. NBRC 15315
252970,Paraburkholderia phenoliruptrix
860790,Fodinibius salinus
399363,Lacicoccus kunmingensis
219314,Aeromicrobium marinum
1329375,Thermus sp. YIM-HQ4-1
271098,Shewanella halifaxensis
34015,Blastomonas natatoria
551546,Rhodoplanes pokkaliisoli
34061,Moraxella cuniculi
521546,Cupriavidus sp. CCBAU 65808
249402,Cardinium endosymbiont of Encarsia pergandiella
1113618,Paenibacillus sp. NBRC 13639
33909,Pseudonocardia saturnea
1844654,Lysinibacillus sp. VKM B-751
566001,Actinocorallia sp. YIM 56155
314287,gamma proteobacterium HTCC2207
83338,Clostridium budayi
62140,Acidiphilium multivorum
37328,Nocardia carnea
1113697,Pseudomonas sp. NBRC 100991
1297570,Mesorhizobium sp. STM 4661
74314,Brevundimonas alba
950,Neorickettsia risticii
156981,Cellulomonas hominis
380,Sinorhizobium fredii
79883,Sutcliffiella horikoshii
409322,Treponema pedis
1113895,Alcanivorax sp. NBRC 102024
398037,Segetibacter koreensis
457173,Phenylobacterium composti
52699,Aeromicrobium fastidiosum
1113616,Paenibacillus sp. NBRC 13633
29320,Paenarthrobacter nicotinovorans
505248,Novosphingobium acidiphilum
386056,Paraburkholderia ferrariae
1056807,Morococcus cerebrosus
629680,Brevibacterium sandarakinum
272131,Nostoc punctiforme
102109,Desulfovibrio inopinatus
882153,Bacillus sp. IHB B 4033
356828,Alloscardovia criceti
57498,Deinococcus grandis
122960,Alicyclobacillus herbarius
521,Bordetella avium
1476871,Nocardioides nanhaiensis
240237,Woodsholea maritima
217169,Marinospirillum insulare
168695,Salinispora tropica
37482,Laceyella sacchari
120107,Sphingobium cloacae
1463861,Streptomyces sp. NRRL F-525
73141,Thiocystis violascens
350814,Aquimarina intermedia
1793963,Bacillus nakamurai
1703,Brevibacterium linens
299255,Ferrimonas marina
33049,Phaeovulum veldkampii
2704,Thermoanaerobacter acetoethylicus
173990,Rheinheimera pacifica
335286,Brucella oryzae
37692,Candidatus Phytoplasma mali
47311,Methanobrevibacter cuticularis
236511,Nocardia neocaledoniensis
624186,Blattabacterium sp. (Blattella germanica)
290400,Jannaschia sp. CCS1
1048425,cyanobacterium IHB-410
1396505,Rossellomorea oryzaecorticis
125614,Thiolinea disciformis
13689,Sphingomonas paucimobilis
314236,Phyllobacterium bourgognense
392012,Alicyclobacillus kakegawensis
89767,Paracoccus sp. MBIC1145
29519,Borreliella garinii
983548,Dokdonia sp. 4H-3-7-5
419479,Jiangella alkaliphila
714109,Phytomonospora endophytica
37331,Pseudonocardia petroleophila
67372,Streptomyces variabilis
1895,Streptomyces avidinii
1184387,Mesotoga prima
84599,Staphylothermus hellenicus
293890,Agromyces subbeticus
84,Hyphomicrobium methylovorum
108015,Bradyrhizobium yuanmingense
948,Anaplasma phagocytophilum
71433,Mesorhizobium amorphae
1113834,Rhizobium sp. NBRC 101870
55802,Thermococcus barophilus
475088,Methanosphaerula palustris
182180,Aromatoleum anaerobium
1195760,Wenyingzhuangia marina
28028,Corynebacterium flavescens
496058,Spirosoma panaciterrae
33045,Bartonella grahamii
67855,Muribacter muris
545261,Henriciella aquimarina
1540,Metaclostridioides mangenotii
2107,Mycoplasmopsis pulmonis
54254,Thermosphaera aggregans
1265693,Ahrensia sp. KMM 6730
206043,Actinomyces oricola
521469,Brevibacillus sp. CCBAU 10720
150119,Brevundimonas sp. LMG 19834
43657,Pseudoalteromonas luteoviolacea
29427,Methylorubrum rhodesianum
89402,Colwellia hornerae
392734,Terriglobus roseus
173770,Streptomyces alboverticillatus
366616,Haematobacter missouriensis
1113589,Collimonas sp. NBRC 3740
34027,Aromatoleum tolulyticum
194436,Methylobacterium sp. PC30.44
167644,Ilyobacter tartaricus
1113646,Geobacillus sp. NBRC 15313
228745,Thermovibrio ammonificans
90732,Desulfobacula phenolica
158327,Hahella chejuensis
447,Legionella bozemanae
1113602,Ochrobactrum sp. NBRC 12952
41986,Agromyces mediolanus
1652018,Novosphingobium sp. YIM78043
132920,Exiguobacterium antarcticum
108,Spirosoma linguale
2148,Acholeplasma laidlawii
392018,Methanobacterium alcaliphilum
83765,Formivibrio citricus
216945,Spiroplasma syrphidicola
312279,Emticicia oligotrophica
795097,Deinococcus sp. MBIC3950
191564,Nonlabens xylanidelens
186189,Xylanimonas cellulosilytica
1083,Magnetospirillum molischianum
1128179,Bradyrhizobium sp. CCBAU 15615
163877,Virgibacillus necropolis
588904,Chryseobacterium sp. KOPRI 25179
87651,Pseudomonas sp. MBIC3963
135951,Actinoplanes rutilosporangius
81029,Hyphomonas adhaerens
426,Methylosinus trichosporium
60547,Caballeronia glathei
447689,Tenacibaculum soleae
11,Cellulomonas gilvus
100584,Pseudomonas sp. MBIC2027
92645,Herbaspirillum frisingense
42777,Tsukamurella inchonensis
290588,Shouchella oshimensis
285513,Streptomyces senoensis
419474,Brucella haematophila
327160,Candidatus Accumulibacter phosphatis
1436965,Peptoniphilus stercorisuis
435289,Novilysobacter spongiicola
882151,Bacillus sp. IHB B 4023
39440,Isochromatium buderi
531,Polaribacter irgensii
887336,Arthrobacter sp. KOPRI 25417
931625,Winogradskyella ulvae
216465,Polaromonas naphthalenivorans
163875,Arthrobacter monumenti
293050,Rhodococcoides kroppenstedtii
1175445,Methanocella arvoryzae
34090,Pelodictyon phaeoclathratiforme
1113886,Polynucleobacter sp. NBRC 101963
29488,Photorhabdus luminescens
160,Treponema pallidum
245837,Nocardiopsis sp. YIM 90039
93220,Pandoraea pnomenusa
1220493,Nonlabens sp. KMM 6497
1463934,Streptomyces sp. NRRL WC-3742
445961,Chryseobacterium soli
511062,Oceanimonas sp. GK1
135079,Selenomonas dianae
286727,Azospirillum oryzae
671145,Halomarina oriensis
172045,Elizabethkingia miricola
37752,Flavobacterium hibernum
92945,Ketogulonicigenium vulgare
343406,Roseobacter prionitis
1419482,Chitinophaga jiangningensis
142,Borrelia turicatae
86182,Curvibacter lanceolatus
1232575,Acidithiobacillus ferridurans
927677,Synechocystis sp. PCC 7509
246602,Pseudoduganella violaceinigra
139021,Dietzia psychralcaliphila
33883,Microbacterium arborescens
1097668,Burkholderia sp. YI23
1789,Mycobacterium xenopi
1173023,Fischerella sp. PCC 9431
58117,Microbispora rosea
61598,Lamprocystis purpurea
86173,Microbulbifer elongatus
1859289,Faecalibacter macacae
882128,Bacillus sp. IHB B 2252
2234,Archaeoglobus fulgidus
1678308,Planktothrix paucivesiculata
715,Actinobacillus pleuropneumoniae
1746673,Gynurincola endophyticus
409290,Arthrobacter oryzae
1768242,Paucibacter sp. KCTC 42545
32056,Dulcicalothrix desertica
1871063,Aeromicrobium sp.
194841,Thiobacillus sp. DSM 612
858434,Herbaspirillum sp. CCBAU 10823
76935,Salipaludibacillus agaradhaerens
134849,Cryptosporangium aurantiacum
64471,Synechococcus sp. CC9311
2271,Thermoproteus tenax
1942,Streptomyces goshikiensis
362516,Agrobacterium sp. CCBAU 25157
870903,Terriglobus saanensis
45656,Desulfonema limicola
1333662,Polaribacter atrinae
259537,Dechloromonas aromatica (nom. nud.)
1055487,Methylotenera versatilis
216939,Spiroplasma insolitum
119978,Acidithiobacillus albertensis
93680,Oerskovia sp. CIP101491
1214928,Thermus tengchongensis
238540,Algoriphagus antarcticus
55210,Brenneria nigrifluens
337191,Gordonia sp. KTR9
133924,Leisingera methylohalidivorans
937254,Thermohydrogenium kirishiense
270689,Streptomyces aculeolatus
510947,Lacibacter cauensis
40223,Methylophaga thalassica
70856,Aeromonas popoffii
69964,Azotobacter salinestris
244596,Hoeflea phototrophica
90240,Moraxella caprae
248552,Nocardia sienata
53461,Nakamurella multipartita
168697,Salinispora arenicola
520080,Lactobacillus sp. KLDS 1.0713
83986,Methanoculleus bourgensis
640511,Paraburkholderia atlantica
861266,Pseudarthrobacter siccitolerans
225999,Mesoplasma syrphidae
657445,Francisella noatunensis
121277,Pyrobaculum arsenaticum
379547,Candidatus Aciduliprofundum boonei
43992,Bradyrhizobium liaoningense
208480,Bowdeniella nasicola
34103,Sphaerotilus natans
1071860,Brevundimonas sp. CCBAU 10915
2377,Sporomusa termitida
284036,Streptomyces mutomycini
1463870,Streptomyces sp. NRRL F-5702
1488214,Brenneria sp. IHBB 6841
1265731,Thalassomonas sp. KMM 6739
1408545,Calidithermus terrae
1393035,Thermoanaerobacterium sp. JCM 9321
230495,Reinekea marinisedimentorum
268407,Paenibacillus wynnii
45361,Mesomycoplasma conjunctivae
1113827,Vibrio sp. NBRC 101804
34059,Moraxella atlantae
1168171,Aquibacillus albus
379347,Tritonibacter mobilis
106,Runella slithyformis
304899,Actinospica acidiphila
128944,Aerococcus urinaehominis
131540,Thiomicrorhabdus arctica
676200,Demequina aurantiaca
1003090,Methylobacterium sp. T5
146786,Thermosynechococcus vestitus
456327,Xanthomonas euvesicatoria
91844,Candidatus Portiera aleyrodidarum
64974,Marinospirillum minutulum
431553,Spirosoma luteum
67255,Streptomyces achromogenes
1609137,Streptomyces sp. NRRL F-4428
1295609,Thermodesulfobacterium geofontis
42879,Methanococcus aeolicus
593909,Mesorhizobium opportunistum
579160,Halomonas sp. YIM 90512
61648,Kluyvera intermedia
1113724,Alcanivorax sp. NBRC 101094
405446,Stenotrophomonas terrae
102,Polaribacter glomeratus
29323,Thermoanaerobacter brockii
1113649,Sphingobacterium sp. NBRC 15338
1848,Pseudonocardia thermophila
754476,Methylophaga nitratireducenticrescens
387660,Sphingomonas anadarae
176290,Halomonas halocynthiae
43669,Brachybacterium faecium
1223,Prochlorothrix hollandica
154347,Thiorhodospira sibirica
166935,Pseudoalteromonas translucida
476529,Leisingera aquimarina
404236,Maritimibacter alkaliphilus
256323,Marinobacter sediminum
483545,Thermobifida halotolerans
714136,Nonomuraea endophytica
57480,Microvirgula aerodenitrificans
1746656,Chitinophaga sp. HBUM179489
33018,Sporolactobacillus laevolacticus
1931,Streptomyces sp.
574349,Aidingimonas halophila
198092,Roseomonas rosea
1352928,Haloactinomyces albus
1872480,Altererythrobacter sp.
687,Vibrio gazogenes
1603,Amylolactobacillus amylophilus
426117,Methylobacterium sp. 4-46
1549858,Sphingomonas taxi
166939,Allofustis seminis
1113808,Sphingomonas sp. NBRC 101716
200617,Rhodopseudomonas julia
58352,Kitasatospora mediocidica
214905,Tepidibacter thalassicus
173361,Brachybacterium rhamnosum
466,Legionella maceachernii
114882,Mycoplasma elephantis
410772,Sinorhizobium sp. CCBAU 83493
225985,Fictibacillus gelatini
84159,Paramagnetospirillum magneticum
589330,Amycolatopsis thailandensis
1653831,Blattabacterium cuenoti
1925549,Flagellimonas sp. NBRC 112477
1109412,Brenneria goodwinii
99598,Calothrix sp. PCC 7507
1608996,Pseudomonas helleri
464204,Streptosporangium sp. HBUM 171352
1123950,Robiginosimarina momoshimaensis
1114027,Weissella sp. NBRC 107204
359,Rhizobium rhizogenes
453573,Actinomadura bangladeshensis
1909495,Roseospira sp. JCM 31388
1177712,Komagataeibacter medellinensis
425354,Bacillus sp. CCBAU 10762
59733,Chryseobacterium scophthalmum
714067,Kroppenstedtia eburnea
210998,Hapalosiphon sp. IAM M-264
1165,Anabaena cylindrica
58136,Desulfofundulus thermoacetoxidans
551276,Pseudonocardia acaciae
1452508,Caldimonas caldifontis
13656,Rhizorhapis suberifaciens
878,Solidesulfovibrio fructosivorans
519081,Aquitalea denitrificans
33996,Gluconacetobacter diazotrophicus
357794,Psychromonas ingrahamii
158898,Gordonia westfalica
470815,Paraliobacillus quinghaiensis
1658664,Maribacter flavus
589389,Roseomonas sp. CPCC 100079
123841,Helicobacter canadensis
1961,Streptomyces virginiae
327277,Bifidobacterium crudilactis
481446,Phaeobacter italicus
517424,Salsuginibacillus halophilus
546364,Amycolatopsis australiensis
604332,Meiothermus rufus
69,Lysobacter enzymogenes
757,[Pasteurella] mairii
664784,Haloechinothrix alba
44575,Nitrosomonas cryotolerans
204046,Petrotoga mexicana
1483557,Arthrobacter ramosus
392009,Zeaxanthinibacter enoshimensis
226504,Algoriphagus mannitolivorans
29357,Clostridium collagenovorans
435,Acetobacter aceti
929,Thermithiobacillus tepidarius
40837,Mycoplana ramosa
78889,Halomonas sp. NIBH P1H22
82076,Picrophilus oshimae
1517,Thermoanaerobacterium thermosaccharolyticum
1746655,Chitinophaga sp. HBUM179084
524264,Flavobacteriaceae bacterium JC2494
92640,alpha proteobacterium MBIC1876
66821,Sulfurospirillum multivorans
926,Thiomonas intermedia
2198,Methanoculleus marisnigri
75294,Saccharomonospora xinjiangensis
1898112,Rhodospirillaceae bacterium
571256,Brucella pituitosa
1735103,Nitratireductor aestuarii
84205,Chlorobium ferrooxidans
1293441,Lysinibacillus contaminans
89784,Alicyclobacillus hesperidum
1232790,Herbaspirillum sp. RITF1206
60450,Kribbella sandramycini
882137,Bacillus sp. IHB B 2287
472055,Leptobacterium flavescens
78580,Mycoplasmoides alvi
1394889,Thermosynechococcus sp. NK55a
68565,Actinomadura hibisca
486505,Amycolatopsis flava
500153,Streptomyces avicenniae
1586267,Apibacter mensalis
1086013,Gemmobacter megaterium
1737446,Chitinibacter fontanus
481520,Lysobacter ximonensis
205327,Clostridium frigoris
81464,Anaeromusa acidaminophila
2095,Mycoplasma capricolum
480930,Secundilactobacillus odoratitofui
81409,Eubacterium aggregans
455,Legionella jamestowniensis
446787,Actinopolymorpha rutila
657018,Actinophytocola corallina
1113897,Alcanivorax sp. NBRC 102028
40991,Thiomonas thermosulfata
44012,Ferrimonas balearica
35794,Rickettsia slovaca
418701,Litorivicinus lipolyticus
395962,Rippkaea orientalis PCC 8802
28255,Marinomonas vaga
940615,Granulicella tundricola
65657,Hydrogenophaga flava
176294,Methanocorpusculum aggregans
186931,Thioalkalivibrio nitratireducens
179402,Streptosporangiaceae str. KACC 20141
1766802,Stackebrandtia cavernae
524283,Rhodovulum sp. JC2237
42236,Streptomyces diastatochromogenes
184882,Knoellia subterranea
498,Psychrobacter immobilis
106147,Pelistega europaea
1371,Marinococcus halophilus
1173026,Gloeocapsa sp. PCC 7428
