taxid,|,taxname,|,lineage,,,,,,,,,,
399320,|,Sphaerochaeta,|,399320,2791015,136,203692,203691,3379134,2,131567,,,
376488,|,Halotalea,|,376488,28256,135619,1236,1224,3379134,2,131567,,,
689697,|,Salisaeta,|,689697,2893042,1853224,1853222,1853220,68336,1783270,3379134,2,131567,
1742990,|,Paeniglutamicibacter,|,1742990,1268,85006,1760,201174,1783272,2,131567,,,
693074,|,Caldisericum,|,693074,693073,693072,693071,67814,2498710,3379134,2,131567,,
240411,|,Chitinimonas,|,240411,2897177,206351,28216,1224,3379134,2,131567,,,
100715,|,Chloroherpeton,|,100715,2968741,191411,191410,1090,68336,1783270,3379134,2,131567,
59740,|,Persicobacter,|,59740,1853234,768507,768503,976,68336,1783270,3379134,2,131567,
261933,|,Pleomorphomonas,|,261933,2843308,356,28211,1224,3379134,2,131567,,,
503005,|,Dasania,|,503005,1706375,1706369,1236,1224,3379134,2,131567,,,
467975,|,Iamia,|,467975,633392,84993,84992,201174,1783272,2,131567,,,
336260,|,Thermovirga,|,336260,3029089,649776,649775,508458,3384194,2,131567,,,
82800,|,Desemzia,|,82800,186828,186826,91061,1239,1783272,2,131567,,,
1203,|,Scytonema,|,1203,1182,1161,3028117,1117,1798711,1783272,2,131567,,
1068,|,Rhodomicrobium,|,1068,45401,356,28211,1224,3379134,2,131567,,,
57494,|,Nesterenkonia,|,57494,1268,85006,1760,201174,1783272,2,131567,,,
155977,|,Acaryochloris,|,155977,1890429,3079744,3028117,1117,1798711,1783272,2,131567,,
65047,|,Roseateles,|,93681,2975441,80840,28216,1224,3379134,2,131567,,,
29298,|,Planobispora,|,29298,2004,85012,1760,201174,1783272,2,131567,,,
253183,|,Myceligenerans,|,253183,85017,85006,1760,201174,1783272,2,131567,,,
85079,|,Thiohalocapsa,|,85079,1046,135613,1236,1224,3379134,2,131567,,,
1495038,|,Mesoaciditoga,|,1495038,1769717,1769716,188708,200918,3384194,2,131567,,,
943,|,Ehrlichia,|,943,942,766,28211,1224,3379134,2,131567,,,
334767,|,Ignisphaera,|,334767,2272,114380,183924,28889,1783275,2157,131567,,,
269260,|,Nitratifractor,|,269260,2771472,213849,3031852,29547,3379134,2,131567,,,
331971,|,Thalassobacillus,|,331971,186817,1385,91061,1239,1783272,2,131567,,,
49279,|,Gelidibacter,|,49279,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1434049,|,Thermophagus,|,1434049,558415,1970189,200643,976,68336,1783270,3379134,2,131567,
637,|,Arsenophonus,|,637,1903414,91347,1236,1224,3379134,2,131567,,,
39643,|,Sorangium,|,39643,49,3031712,3031711,2818505,3379134,2,131567,,,
84565,|,Sodalis,|,84565,2812006,91347,1236,1224,3379134,2,131567,,,
43988,|,Cyanothece,|,43988,1892249,3079757,3028117,1117,1798711,1783272,2,131567,,
82984,|,Pragia,|,82984,1903416,91347,1236,1224,3379134,2,131567,,,
147067,|,Thermobispora,|,147067,2004,85012,1760,201174,1783272,2,131567,,,
2237,|,Haloarcula,|,2237,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
552511,|,Thiofaba,|,552511,255526,135613,1236,1224,3379134,2,131567,,,
113,|,Gemmata,|,113,1914233,2691355,203683,203682,1783257,3379134,2,131567,,
482144,|,Mechercharimyces,|,482144,186824,1385,91061,1239,1783272,2,131567,,,
162027,|,Haliangium,|,162027,224464,3031714,3031711,2818505,3379134,2,131567,,,
318147,|,Roseateles,|,93681,2975441,80840,28216,1224,3379134,2,131567,,,
2330,|,Halanaerobium,|,2330,972,53433,186801,1239,1783272,2,131567,,,
292636,|,Thermoflavimicrobium,|,292636,186824,1385,91061,1239,1783272,2,131567,,,
107,|,Spirosoma,|,107,89373,768507,768503,976,68336,1783270,3379134,2,131567,
1056,|,Thiocapsa,|,1056,1046,135613,1236,1224,3379134,2,131567,,,
120831,|,Dyadobacter,|,120831,2896860,768507,768503,976,68336,1783270,3379134,2,131567,
81411,|,Aminomonas,|,81411,649777,649776,649775,508458,3384194,2,131567,,,
352449,|,Giesbergeria,|,352449,80864,80840,28216,1224,3379134,2,131567,,,
450803,|,Oceaniserpentilla,|,450803,135620,135619,1236,1224,3379134,2,131567,,,
335058,|,Roseateles,|,93681,2975441,80840,28216,1224,3379134,2,131567,,,
2004797,|,Luteitalea,|,2004797,2211325,2910145,1813735,57723,3379134,2,131567,,,
1233041,|,Salinirepens,|,1233041,1853230,200644,117743,976,68336,1783270,3379134,2,131567,
648800,|,Solibacillus,|,648800,186818,1385,91061,1239,1783272,2,131567,,,
363408,|,Nonlabens,|,363408,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1433993,|,Chryseolinea,|,1433993,2762286,768507,768503,976,68336,1783270,3379134,2,131567,
160700,|,Albibacter,|,160700,3149309,356,28211,1224,3379134,2,131567,,,
85076,|,Marichromatium,|,85076,1046,135613,1236,1224,3379134,2,131567,,,
202746,|,Sulfurimonas,|,202746,2771471,213849,3031852,29547,3379134,2,131567,,,
196118,|,Methanocaldococcus,|,196118,196117,2182,183939,2283794,28890,3366610,2157,131567,,
416,|,Methylomonas,|,416,403,135618,1236,1224,3379134,2,131567,,,
1077265,|,Chthonomonas,|,1077265,1077264,1077263,1077257,67819,1783272,2,131567,,,
288021,|,Kordiimonas,|,288021,1331809,362534,28211,1224,3379134,2,131567,,,
308865,|,Elizabethkingia,|,308865,2762318,200644,117743,976,68336,1783270,3379134,2,131567,
129957,|,Carboxydothermus,|,129957,186814,68295,186801,1239,1783272,2,131567,,,
914,|,Nitrosomonas,|,914,206379,32003,28216,1224,3379134,2,131567,,,
965,|,Oceanospirillum,|,965,135620,135619,1236,1224,3379134,2,131567,,,
42447,|,Anaerobranca,|,42447,1491775,186802,186801,1239,1783272,2,131567,,,
236752,|,Fastidiosipila,|,236752,216572,186802,186801,1239,1783272,2,131567,,,
1938003,|,Thermoflexibacter,|,1938003,2762317,768507,768503,976,68336,1783270,3379134,2,131567,
265487,|,Blastopirellula,|,265487,2691357,2691354,203683,203682,1783257,3379134,2,131567,,
390846,|,Echinicola,|,390846,563798,768507,768503,976,68336,1783270,3379134,2,131567,
392332,|,Geoalkalibacter,|,392332,3031665,69541,3031651,200940,3379134,2,131567,,,
131079,|,Limnobacter,|,131079,119060,80840,28216,1224,3379134,2,131567,,,
426598,|,Fulvibacter,|,426598,49546,200644,117743,976,68336,1783270,3379134,2,131567,
158481,|,Hahella,|,158481,224379,135619,1236,1224,3379134,2,131567,,,
460073,|,Segetibacter,|,460073,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
61593,|,Thiorhodovibrio,|,61593,1046,135613,1236,1224,3379134,2,131567,,,
291988,|,Thermosediminibacter,|,291988,2770093,2770089,186801,1239,1783272,2,131567,,,
28048,|,Acidothermus,|,28048,85032,1643683,1760,201174,1783272,2,131567,,,
286130,|,Sulfuricurvum,|,286130,2771471,213849,3031852,29547,3379134,2,131567,,,
416949,|,Parapedobacter,|,416949,84566,200666,117747,976,68336,1783270,3379134,2,131567,
650341,|,Leeia,|,650341,2897178,206351,28216,1224,3379134,2,131567,,,
511745,|,Methylacidiphilum ,|,511745,717964,717963,1955630,74201,1783257,3379134,2,131567,,
119541,|,Roseinatronobacter,|,121820,31989,204455,28211,1224,3379134,2,131567,,,
446680,|,Eudoraea,|,446680,49546,200644,117743,976,68336,1783270,3379134,2,131567,
202907,|,Collimonas,|,202907,75682,80840,28216,1224,3379134,2,131567,,,
54298,|,Chroococcidiopsis,|,54298,1890528,1890505,3028117,1117,1798711,1783272,2,131567,,
1648511,|,Cnuella,|,1648511,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
1217416,|,Halioglobus,|,1217416,1706372,1706369,1236,1224,3379134,2,131567,,,
1341120,|,Pseudohaliea,|,1341120,1706372,1706369,1236,1224,3379134,2,131567,,,
146918,|,Salinibacter,|,146918,1853225,1853224,1853222,1853220,68336,1783270,3379134,2,131567,
1129,|,Synechococcus,|,1129,1890426,1890424,3028117,1117,1798711,1783272,2,131567,,
224465,|,Kofleria,|,224465,224464,3031714,3031711,2818505,3379134,2,131567,,,
171,|,Leptospira,|,171,170,1643688,203692,203691,3379134,2,131567,,,
545865,|,Calditerrivibrio,|,545865,2945021,191393,68337,200930,3379134,2,131567,,,
236052,|,Propionicimonas,|,236052,85015,85009,1760,201174,1783272,2,131567,,,
451373,|,Rudanella,|,451373,89373,768507,768503,976,68336,1783270,3379134,2,131567,
2349,|,Haliscomenobacter,|,2349,1937961,1936988,1937959,976,68336,1783270,3379134,2,131567,
232244,|,Belliella,|,232244,563798,768507,768503,976,68336,1783270,3379134,2,131567,
218207,|,Desulfatibacillum,|,218207,3031627,213118,3024418,200940,3379134,2,131567,,,
511678,|,Aliivibrio,|,511678,641,135623,1236,1224,3379134,2,131567,,,
2723,|,Hirschia,|,2723,69657,2800060,28211,1224,3379134,2,131567,,,
1129704,|,Kyrpidia,|,1129704,186823,1385,91061,1239,1783272,2,131567,,,
290731,|,Aminiphilus,|,290731,3029090,649776,649775,508458,3384194,2,131567,,,
227388,|,Thermodesulfobium,|,227388,227387,3002444,3002443,3002442,3379134,2,131567,,,
643949,|,Ferrithrix,|,643949,84994,84993,84992,201174,1783272,2,131567,,,
919,|,Thiobacillus,|,919,2008790,32003,28216,1224,3379134,2,131567,,,
20,|,Phenylobacterium,|,20,76892,204458,28211,1224,3379134,2,131567,,,
396811,|,Fulvivirga,|,396811,2762286,768507,768503,976,68336,1783270,3379134,2,131567,
292635,|,Laceyella,|,292635,186824,1385,91061,1239,1783272,2,131567,,,
2023,|,Thermoactinomyces,|,2023,186824,1385,91061,1239,1783272,2,131567,,,
13134,|,Magnetospirillum,|,13134,41295,204441,28211,1224,3379134,2,131567,,,
356797,|,Neomegalonema,|,356797,2814874,204455,28211,1224,3379134,2,131567,,,
1082930,|,Pelagibacterium,|,1082930,2831106,356,28211,1224,3379134,2,131567,,,
84406,|,Virgibacillus,|,84406,186817,1385,91061,1239,1783272,2,131567,,,
413,|,Methylococcus,|,413,403,135618,1236,1224,3379134,2,131567,,,
1075397,|,Halolamina,|,1075397,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
42417,|,Halobacteroides,|,42417,53434,53433,186801,1239,1783272,2,131567,,,
53945,|,Octadecabacter,|,53945,2854170,204455,28211,1224,3379134,2,131567,,,
151038,|,Anaeroarcus,|,151038,1843490,909929,909932,1239,1783272,2,131567,,,
33055,|,Candidatus Kinetoplastidibacterium,|,,33055,119066,28216,1224,3379134,2,131567,,,
294702,|,Proteiniphilum,|,294702,2005520,171549,200643,976,68336,1783270,3379134,2,131567,
106633,|,Thioalkalivibrio,|,106633,72276,135613,1236,1224,3379134,2,131567,,,
69959,|,Rhodospira,|,69959,41295,204441,28211,1224,3379134,2,131567,,,
1612157,|,Pararhodospirillum,|,1612157,41295,204441,28211,1224,3379134,2,131567,,,
53365,|,Catellatospora,|,53365,28056,85008,1760,201174,1783272,2,131567,,,
207599,|,Solirubrobacter,|,207599,320599,588673,1497346,201174,1783272,2,131567,,,
669357,|,Geminocystis,|,669357,2815910,1118,1301283,3028117,1117,1798711,1783272,2,131567,
490567,|,Arenimonas,|,490567,32033,135614,1236,1224,3379134,2,131567,,,
1134403,|,Melioribacter,|,1134403,1334117,795748,795747,1134404,68336,1783270,3379134,2,131567,
303379,|,Herminiimonas,|,303379,75682,80840,28216,1224,3379134,2,131567,,,
204037,|,Dickeya,|,204037,1903410,91347,1236,1224,3379134,2,131567,,,
71666,|,Waddlia,|,71666,92714,1963360,204429,204428,1783257,3379134,2,131567,,
1121251,|,Cucumibacter,|,1121251,2831106,356,28211,1224,3379134,2,131567,,,
682522,|,Ilumatobacter,|,682522,2448023,84993,84992,201174,1783272,2,131567,,,
114185,|,Candidatus Carsonella,|,114185,114403,28256,135619,1236,1224,3379134,2,131567,,
53572,|,Deferribacter,|,53572,191394,191393,68337,200930,3379134,2,131567,,,
2035349,|,Oceanispirochaeta,|,2035349,137,136,203692,203691,3379134,2,131567,,,
62608,|,Thermocladium,|,62608,2267,2266,183924,28889,1783275,2157,131567,,,
1210119,|,Ohtaekwangia,|,1210119,2762286,768507,768503,976,68336,1783270,3379134,2,131567,
46913,|,Devosia,|,46913,2831106,356,28211,1224,3379134,2,131567,,,
146784,|,Bacteriovorax,|,146784,263369,2024979,3031419,3018035,3379134,2,131567,,,
89342,|,Desulfocella,|,89342,213119,213118,3024418,200940,3379134,2,131567,,,
262,|,Francisella,|,262,34064,72273,1236,1224,3379134,2,131567,,,
58113,|,Glycomyces,|,58113,85034,85014,1760,201174,1783272,2,131567,,,
1541822,|,Pseudophaeobacter,|,1541822,31989,204455,28211,1224,3379134,2,131567,,,
649462,|,Gracilimonas,|,649462,1813606,1853223,1853221,1936987,68336,1783270,3379134,2,131567,
83770,|,Succinivibrio,|,83770,83763,135624,1236,1224,3379134,2,131567,,,
1549126,|,Desulfatiglans,|,1549126,3079273,3024414,3024418,200940,3379134,2,131567,,,
118004,|,Chrysiogenes,|,118004,189770,189769,118001,200938,3379134,2,131567,,,
81461,|,Thermanaerovibrio,|,81461,649777,649776,649775,508458,3384194,2,131567,,,
70774,|,Hydrogenophilus,|,70774,206349,119069,2008785,1224,3379134,2,131567,,,
447467,|,Simiduia,|,447467,1706371,1706369,1236,1224,3379134,2,131567,,,
669368,|,Coleofasciculus,|,669368,1892251,3079753,3028117,1117,1798711,1783272,2,131567,,
351195,|,Salimicrobium,|,351195,186817,1385,91061,1239,1783272,2,131567,,,
1968882,|,Hymenobacter,|,89966,1853232,768507,768503,976,68336,1783270,3379134,2,131567,
146813,|,Dendrosporobacter,|,146813,1843490,909929,909932,1239,1783272,2,131567,,,
146936,|,Azonexus,|,146936,2008795,206389,28216,1224,3379134,2,131567,,,
75905,|,Thermocrinis,|,75905,64898,32069,187857,200783,3379134,2,131567,,,
129577,|,Oceanimonas,|,129577,84642,135624,1236,1224,3379134,2,131567,,,
49184,|,Kineosporia,|,49184,83778,622452,1760,201174,1783272,2,131567,,,
72021,|,Methylarcula,|,72021,31989,204455,28211,1224,3379134,2,131567,,,
42837,|,Ammonifex,|,42837,186814,68295,186801,1239,1783272,2,131567,,,
230494,|,Reinekea,|,230494,255527,135619,1236,1224,3379134,2,131567,,,
2013,|,Nocardiopsis,|,2013,83676,85012,1760,201174,1783272,2,131567,,,
34093,|,Simkania,|,34093,92712,1963360,204429,204428,1783257,3379134,2,131567,,
499228,|,Tepidanaerobacter,|,499228,2770092,2770089,186801,1239,1783272,2,131567,,,
204475,|,Gemmiger,|,204475,538999,186802,186801,1239,1783272,2,131567,,,
1652133,|,Halobacteriovorax,|,1652133,1652132,2024979,3031419,3018035,3379134,2,131567,,,
252356,|,Maribacter,|,252356,49546,200644,117743,976,68336,1783270,3379134,2,131567,
2299,|,Desulfosarcina,|,2299,3031624,213118,3024418,200940,3379134,2,131567,,,
1817,|,Nocardia,|,1817,85025,85007,1760,201174,1783272,2,131567,,,
862261,|,Caldanaerobius,|,862261,186814,68295,186801,1239,1783272,2,131567,,,
137583,|,Thalassomonas,|,137583,267889,135622,1236,1224,3379134,2,131567,,,
28222,|,Desulfobacula,|,28222,213119,213118,3024418,200940,3379134,2,131567,,,
32636,|,Halothermothrix,|,32636,3046412,53433,186801,1239,1783272,2,131567,,,
286104,|,Winogradskyella,|,286104,49546,200644,117743,976,68336,1783270,3379134,2,131567,
843,|,Wolinella,|,843,72293,213849,3031852,29547,3379134,2,131567,,,
65496,|,Actinoalloteichus,|,65496,2070,85010,1760,201174,1783272,2,131567,,,
85274,|,Rhodovibrio,|,85274,2844403,204441,28211,1224,3379134,2,131567,,,
73918,|,Thermaerobacter,|,73918,539000,538999,186802,186801,1239,1783272,2,131567,,
458032,|,Chloracidobacterium,|,458032,204434,204433,204432,57723,3379134,2,131567,,,
2357,|,Desulfomonile,|,2357,3031658,3031657,3031650,200940,3379134,2,131567,,,
414715,|,Actinospica,|,414715,414713,414714,1760,201174,1783272,2,131567,,,
160798,|,Marinitoga,|,160798,1643949,1643947,188708,200918,3384194,2,131567,,,
140458,|,Thermacetogenium,|,140458,186814,68295,186801,1239,1783272,2,131567,,,
332157,|,Larkinella,|,332157,2896860,768507,768503,976,68336,1783270,3379134,2,131567,
252306,|,Robiginitalea,|,252306,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1649459,|,Hungatella,|,1649459,186803,3085636,186801,1239,1783272,2,131567,,,
670516,|,Mycobacteroides,|,670516,1762,85007,1760,201174,1783272,2,131567,,,
379068,|,Galbibacter,|,379068,49546,200644,117743,976,68336,1783270,3379134,2,131567,
232115,|,Mesonia,|,232115,49546,200644,117743,976,68336,1783270,3379134,2,131567,
225842,|,Formosa,|,225842,49546,200644,117743,976,68336,1783270,3379134,2,131567,
50,|,Chondromyces,|,50,49,3031712,3031711,2818505,3379134,2,131567,,,
1742989,|,Glutamicibacter,|,1742989,1268,85006,1760,201174,1783272,2,131567,,,
305899,|,Endozoicomonas,|,305899,2066474,135619,1236,1224,3379134,2,131567,,,
1988,|,Actinomadura,|,1988,2012,85012,1760,201174,1783272,2,131567,,,
412033,|,Celerinatantimonas,|,412033,412032,118884,1236,1224,3379134,2,131567,,,
171436,|,Tistrella,|,171436,2066434,3108222,28211,1224,3379134,2,131567,,,
281119,|,Candidatus Amoebophilus,|,281119,1501348,768507,768503,976,68336,1783270,3379134,2,131567,
133193,|,Alkalilimnicola,|,133193,72276,135613,1236,1224,3379134,2,131567,,,
670486,|,Dehalogenimonas,|,670486,1202464,1202465,301297,200795,1783272,2,131567,,,
1247519,|,Flagellimonas,|,444459,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1175,|,Aphanizomenon,|,1175,1892259,1161,3028117,1117,1798711,1783272,2,131567,,
204286,|,Cobetia,|,204286,28256,135619,1236,1224,3379134,2,131567,,,
471826,|,Candidatus  Desulforudis,|,471826,3399799,68295,186801,1239,1783272,2,131567,,,
1649480,|,Planctopirus,|,1649480,126,112,203683,203682,1783257,3379134,2,131567,,
42255,|,Rubrobacter,|,42255,84997,84996,84995,201174,1783272,2,131567,,,
79598,|,Heliorestis,|,79598,31984,186802,186801,1239,1783272,2,131567,,,
40,|,Stigmatella,|,40,39,80811,29,32015,2818505,3379134,2,131567,,
1453359,|,Candidatus Atelocyanobacterium,|,1453359,1890450,1118,1301283,3028117,1117,1798711,1783272,2,131567,
283785,|,Bizionia,|,283785,49546,200644,117743,976,68336,1783270,3379134,2,131567,
471798,|,Shimazuella,|,471798,186824,1385,91061,1239,1783272,2,131567,,,
171673,|,Inquilinus,|,171673,41295,204441,28211,1224,3379134,2,131567,,,
59753,|,Alcanivorax,|,59753,224372,135619,1236,1224,3379134,2,131567,,,
1055323,|,Aeribacillus,|,1055323,186817,1385,91061,1239,1783272,2,131567,,,
2184,|,Methanococcus,|,2184,2183,2182,183939,2283794,28890,3366610,2157,131567,,
651456,|,Kosmotoga,|,651456,1643948,1643946,188708,200918,3384194,2,131567,,,
518746,|,Limibacter,|,518746,200667,768507,768503,976,68336,1783270,3379134,2,131567,
332652,|,Koukoulia,|,332652,118884,1236,1224,3379134,2,131567,,,,
2044,|,Pimelobacter,|,2044,85015,85009,1760,201174,1783272,2,131567,,,
359337,|,Marinimicrobium,|,359337,1706371,1706369,1236,1224,3379134,2,131567,,,
1064,|,Rhodocyclus,|,1064,75787,206389,28216,1224,3379134,2,131567,,,
1099,|,Pelodictyon,|,1099,274493,191412,191411,191410,1090,68336,1783270,3379134,2,131567
718013,|,Thermasporomyces,|,718013,85015,85009,1760,201174,1783272,2,131567,,,
1740,|,Thermodesulfobacterium,|,1740,188711,188710,67799,200940,3379134,2,131567,,,
2056,|,Sphaerobacter,|,2056,85002,255728,85001,189775,3027942,3379134,2,131567,,
83551,|,Parachlamydia,|,83551,92713,1963360,204429,204428,1783257,3379134,2,131567,,
832,|,Fibrobacter,|,832,204431,218872,204430,65842,1783270,3379134,2,131567,,
60136,|,Sulfitobacter,|,60136,2854170,204455,28211,1224,3379134,2,131567,,,
266808,|,Thalassobacter,|,266808,2854170,204455,28211,1224,3379134,2,131567,,,
35750,|,Sporichthya,|,35750,85033,2495578,1760,201174,1783272,2,131567,,,
2713,|,Aquifex,|,2713,64898,32069,187857,200783,3379134,2,131567,,,
59738,|,Marinilabilia,|,59738,558415,1970189,200643,976,68336,1783270,3379134,2,131567,
532,|,Beijerinckia,|,532,45404,356,28211,1224,3379134,2,131567,,,
1218,|,Prochlorococcus,|,1218,2881426,1890424,3028117,1117,1798711,1783272,2,131567,,
69278,|,Aquamicrobium,|,69278,69277,356,28211,1224,3379134,2,131567,,,
51366,|,Salinivibrio,|,51366,641,135623,1236,1224,3379134,2,131567,,,
389486,|,Sediminicola,|,389486,49546,200644,117743,976,68336,1783270,3379134,2,131567,
258255,|,Pseudovibrio,|,258255,2821832,356,28211,1224,3379134,2,131567,,,
112008,|,Ignatzschineria,|,112008,3018589,135615,1236,1224,3379134,2,131567,,,
192992,|,Thermoleophilum,|,192992,320796,588674,1497346,201174,1783272,2,131567,,,
70994,|,Lewinella,|,70994,1937960,1936988,1937959,976,68336,1783270,3379134,2,131567,
152180,|,Ahrensia,|,152180,2829814,356,28211,1224,3379134,2,131567,,,
29548,|,Rhodothermus,|,29548,563843,1853224,1853222,1853220,68336,1783270,3379134,2,131567,
261963,|,Kangiella,|,261963,1920240,2887327,1236,1224,3379134,2,131567,,,
1649482,|,Pseudopedobacter,|,1649482,84566,200666,117747,976,68336,1783270,3379134,2,131567,
2295,|,Desulfobacterium,|,2295,3023783,213118,3024418,200940,3379134,2,131567,,,
268408,|,Rhodovarius,|,268408,3385906,3120395,28211,1224,3379134,2,131567,,,
1914443,|,Allostreptomyces,|,1914443,2062,85011,1760,201174,1783272,2,131567,,,
75687,|,Neptunomonas,|,75687,135620,135619,1236,1224,3379134,2,131567,,,
987053,|,Rhodoligotrophos,|,987053,3149308,356,28211,1224,3379134,2,131567,,,
81894,|,Prosthecomicrobium,|,81894,2831111,356,28211,1224,3379134,2,131567,,,
704093,|,Anaerobacillus,|,704093,186817,1385,91061,1239,1783272,2,131567,,,
93,|,Stella,|,93,2844601,204441,28211,1224,3379134,2,131567,,,
1501433,|,Kamptonema,|,1501433,1892252,1150,1301283,3028117,1117,1798711,1783272,2,131567,
64001,|,Nevskia,|,64001,568386,1775403,1236,1224,3379134,2,131567,,,
217161,|,Chamaesiphon,|,217161,1890431,3079757,3028117,1117,1798711,1783272,2,131567,,
246873,|,Crocinitomix,|,246873,1853230,200644,117743,976,68336,1783270,3379134,2,131567,
354354,|,Niastella,|,354354,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
429,|,Methylobacter,|,429,403,135618,1236,1224,3379134,2,131567,,,
40222,|,Methylophaga,|,40222,135616,72273,1236,1224,3379134,2,131567,,,
204474,|,Dichotomicrobium,|,204474,45401,356,28211,1224,3379134,2,131567,,,
1937999,|,Hugenholtzia,|,1937999,1937968,768507,768503,976,68336,1783270,3379134,2,131567,
44000,|,Caldicellulosiruptor,|,44000,3071002,3071001,2840488,1239,1783272,2,131567,,,
203697,|,Derxia,|,203697,506,80840,28216,1224,3379134,2,131567,,,
1004301,|,Flavihumibacter,|,1004301,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
111500,|,Allomuricauda,|,111500,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1579506,|,Roseimaritima,|,1579506,2691357,2691354,203683,203682,1783257,3379134,2,131567,,
72763,|,Tessaracoccus,|,72763,31957,85009,1760,201174,1783272,2,131567,,,
187492,|,Thalassolituus,|,187492,135620,135619,1236,1224,3379134,2,131567,,,
77583,|,Craurococcus,|,77583,433,3120395,28211,1224,3379134,2,131567,,,
256616,|,Parvibaculum,|,256616,2813035,356,28211,1224,3379134,2,131567,,,
442431,|,Persicitalea,|,442431,2896860,768507,768503,976,68336,1783270,3379134,2,131567,
159345,|,Roseicyclus,|,336277,2854170,204455,28211,1224,3379134,2,131567,,,
109262,|,Halothiobacillus,|,109262,255526,135613,1236,1224,3379134,2,131567,,,
1177,|,Nostoc,|,1177,1162,1161,3028117,1117,1798711,1783272,2,131567,,
776,|,Coxiella,|,776,118968,118969,1236,1224,3379134,2,131567,,,
596499,|,Nitriliruptor,|,596499,596498,596497,908620,201174,1783272,2,131567,,,
466152,|,Singulisphaera,|,466152,1763524,2691356,203683,203682,1783257,3379134,2,131567,,
203804,|,Candidatus Blochmanniella,|,203804,84564,84563,191675,543,91347,1236,1224,3379134,2,131567
414371,|,Aureimonas,|,414371,255475,356,28211,1224,3379134,2,131567,,,
1789690,|,Flaviaestuariibacter,|,1789690,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
44474,|,Pleurocapsa,|,44474,1890500,52604,3028117,1117,1798711,1783272,2,131567,,
413435,|,Solimonas,|,413435,568386,1775403,1236,1224,3379134,2,131567,,,
1524214,|,Vulgatibacter,|,1524214,1524213,80811,29,32015,2818505,3379134,2,131567,,
167375,|,Cyanobium,|,167375,2881426,1890424,3028117,1117,1798711,1783272,2,131567,,
343404,|,Pseudoroseobacter,|,343404,31989,204455,28211,1224,3379134,2,131567,,,
1784839,|,Tenggerimyces,|,1784839,85015,85009,1760,201174,1783272,2,131567,,,
214906,|,Histophilus,|,214906,712,135625,1236,1224,3379134,2,131567,,,
238783,|,Pseudorhodobacter,|,238783,31989,204455,28211,1224,3379134,2,131567,,,
43676,|,Promicromonospora,|,43676,85017,85006,1760,201174,1783272,2,131567,,,
334107,|,Conchiformibius,|,334107,481,206351,28216,1224,3379134,2,131567,,,
890,|,Desulfuromonas,|,890,213421,69541,3031651,200940,3379134,2,131567,,,
1906945,|,Parageobacillus,|,1906945,3120669,1385,91061,1239,1783272,2,131567,,,
35753,|,Dactylosporangium,|,35753,28056,85008,1760,201174,1783272,2,131567,,,
1434000,|,Eilatimonas,|,1434000,1331809,362534,28211,1224,3379134,2,131567,,,
314343,|,Sideroxydans,|,314343,90627,32003,28216,1224,3379134,2,131567,,,
33951,|,Acetobacterium,|,33951,186806,186802,186801,1239,1783272,2,131567,,,
43773,|,Syntrophus,|,43773,213468,2914038,3031648,200940,3379134,2,131567,,,
1548510,|,Microbacter,|,1548510,171551,171549,200643,976,68336,1783270,3379134,2,131567,
1434010,|,Jatrophihabitans,|,1434010,2805416,2805415,1760,201174,1783272,2,131567,,,
121038,|,Ferrimicrobium,|,121038,84994,84993,84992,201174,1783272,2,131567,,,
437504,|,Granulosicoccus,|,437504,449719,135613,1236,1224,3379134,2,131567,,,
386607,|,Trigonala,|,386607,539002,1385,91061,1239,1783272,2,131567,,,
2077,|,Sporolactobacillus,|,2077,186821,1385,91061,1239,1783272,2,131567,,,
28884,|,Hydrogenovibrio,|,28884,135616,72273,1236,1224,3379134,2,131567,,,
935200,|,Sulfuricella,|,935200,2772226,32003,28216,1224,3379134,2,131567,,,
28228,|,Colwellia,|,28228,267889,135622,1236,1224,3379134,2,131567,,,
44675,|,Geothrix,|,44675,574976,574975,533205,57723,3379134,2,131567,,,
109168,|,Desulfotalea,|,109168,2886822,3024411,3031451,200940,3379134,2,131567,,,
274591,|,Hoeflea,|,274591,82115,356,28211,1224,3379134,2,131567,,,
166484,|,Caminicella,|,166484,3118654,3082720,186801,1239,1783272,2,131567,,,
302485,|,Phaeobacter,|,302485,2854170,204455,28211,1224,3379134,2,131567,,,
998014,|,Cocleimonas,|,998014,135617,72273,1236,1224,3379134,2,131567,,,
643701,|,Marinoscillum,|,643701,2762302,768507,768503,976,68336,1783270,3379134,2,131567,
76023,|,Halothece,|,76023,92682,3079756,1118,1301283,3028117,1117,1798711,1783272,2,131567
146935,|,Azovibrio,|,146935,75787,206389,28216,1224,3379134,2,131567,,,
